graph_id,lambda2,domain,seed,final_diversity,final_best_fitness,final_mean_fitness
rand3_12_s114,0.2907,nk4,19,0.033499999999999995,0.7627452035646897,0.7549257792800635
rand3_12_s13,0.4471,onemax,0,0.013500000000000002,1.0,0.9927500000000001
rand3_12_s13,0.4471,onemax,1,0.0115,1.0,0.9925833333333335
rand3_12_s13,0.4471,onemax,2,0.014500000000000004,1.0,0.9919666666666666
rand3_12_s13,0.4471,onemax,3,0.015500000000000003,1.0,0.9922500000000001
rand3_12_s13,0.4471,onemax,4,0.017000000000000005,1.0,0.9908833333333333
rand3_12_s13,0.4471,onemax,5,0.016999999999999998,1.0,0.9923500000000002
rand3_12_s13,0.4471,onemax,6,0.019,1.0,0.9920833333333333
rand3_12_s13,0.4471,onemax,7,0.016500000000000004,1.0,0.9922666666666667
rand3_12_s13,0.4471,onemax,8,0.015000000000000003,1.0,0.9912666666666666
rand3_12_s13,0.4471,onemax,9,0.011000000000000001,1.0,0.9923333333333335
rand3_12_s13,0.4471,onemax,10,0.017500000000000005,1.0,0.9915833333333334
rand3_12_s13,0.4471,onemax,11,0.012,1.0,0.9922000000000001
rand3_12_s13,0.4471,onemax,12,0.016500000000000004,1.0,0.9914166666666667
rand3_12_s13,0.4471,onemax,13,0.0165,1.0,0.9915333333333335
rand3_12_s13,0.4471,onemax,14,0.016500000000000004,1.0,0.9915333333333335
rand3_12_s13,0.4471,onemax,15,0.019000000000000006,1.0,0.9923333333333333
rand3_12_s13,0.4471,onemax,16,0.017500000000000005,1.0,0.9920833333333333
rand3_12_s13,0.4471,onemax,17,0.019500000000000003,1.0,0.9921500000000001
rand3_12_s13,0.4471,onemax,18,0.021000000000000008,1.0,0.9903833333333334
rand3_12_s13,0.4471,onemax,19,0.012,1.0,0.9929999999999999
rand3_12_s13,0.4471,nk4,0,0.20949999999999996,0.7597074450629371,0.7484183970752722
rand3_12_s13,0.4471,nk4,1,0.0195,0.7734532186410225,0.7643313788027705
rand3_12_s13,0.4471,nk4,2,0.24,0.7522156286590297,0.7424381222548213
rand3_12_s13,0.4471,nk4,3,0.027500000000000004,0.7673117811907847,0.7582929363523712
rand3_12_s13,0.4471,nk4,4,0.03850000000000001,0.7620422113828288,0.7525593295519728
rand3_12_s13,0.4471,nk4,5,0.14150000000000001,0.7503931032849619,0.7400980766459583
rand3_12_s13,0.4471,nk4,6,0.0225,0.7804773557451469,0.7708198966003512
rand3_12_s13,0.4471,nk4,7,0.018,0.7831950515890229,0.7738738219725262
rand3_12_s13,0.4471,nk4,8,0.025000000000000005,0.7640025605553568,0.7547204696842585
rand3_12_s13,0.4471,nk4,9,0.03250000000000001,0.768393449523594,0.759753676762215
rand3_12_s13,0.4471,nk4,10,0.16799999999999998,0.7616907905731416,0.7512727543802608
rand3_12_s13,0.4471,nk4,11,0.023999999999999994,0.7651834123086563,0.7569438758992686
rand3_12_s13,0.4471,nk4,12,0.028000000000000004,0.7751044795736118,0.7658203761826221
rand3_12_s13,0.4471,nk4,13,0.051000000000000004,0.7668340149118649,0.7560791508401448
rand3_12_s13,0.4471,nk4,14,0.04900000000000001,0.7571066340990121,0.7469838128121271
rand3_12_s13,0.4471,nk4,15,0.022500000000000003,0.7675730925738814,0.7591312115722346
rand3_12_s13,0.4471,nk4,16,0.025,0.7652974894178699,0.7551546270569016
